,contract_id,starts_on,company_id,first_disb_date,grace_period_days,max_disposition_percentage,projection_uuid,projected_financing_days,principal_amount,take_rate,min_daily_payment,max_daily_payment,disbursement_fee,blended_contract_id,projection_method,payment_model,product_type,platforms,sat_conn,first_dd_date,sat_declaration_rate,total_sat_rate,avr_cf_l3m,avr_cf_l6m,avr_cf_l12m,avr_gross_m_l3m,avr_gross_m_l6m,avr_gross_m_l12m,avr_net_m_l3m,avr_net_m_l6m,avr_net_m_l12m,av_itmes_l3m,av_itmes_l6m,av_itmes_l12m,av_amount_l3m,av_amount_l6m,av_amount_l12m,moratory_av_itmes_l3m,moratory_av_itmes_l6m,moratory_av_itmes_l12m,moratory_av_amount_l3m,moratory_av_amount_l6m,moratory_av_amount_l12m,meli_fin_var,peg_invoicing,concentration_clients,data_sat_days,l3m_total_employees,l6m_total_employees,l12m_total_employees
0,96d82727-bf84-461d-8865-c8fd44756656,2021-11-09,ccec5a3c-6782-43f2-94e7-e67806266c8b,2021-11-10,60,1.0,ac29f9a3-2d78-4314-ba6f-3726c68b3558,180,8000000.0,0.0,60000.0,60000.0,0.1,0,0,fixed-payments,working-capital,2,1,2022-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ccdd3310-c113-48e5-8e29-44f4144e52db,2022-04-01,eed9eecf-0368-4bdd-8bf4-7af5d020b577,2022-04-11,30,0.34,8387f61e-afce-4521-b757-ffaa53a955c0,270,2000000.0,0.18,7500.0,11000.0,0.107,0,0,revenue-based-capped,working-capital,2,1,2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,707cf953-e332-476a-9daf-3f5ba2646482,2021-12-01,656583a6-47fa-4164-9369-3e70f91b03ba,2021-12-08,30,1.0,54a41f75-abda-4dd8-8530-d9eca797291b,120,12000000.0,0.0,108650.0,108650.0,0.0745,0,0,fixed-payments,working-capital,1,1,2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,69ffdc3f-9076-4822-bad8-4d3ad64273e0,2021-11-09,e8b94d3b-9e55-4b40-9dcc-d26883a6d235,2021-11-12,30,0.35,a7aa2f25-6030-426e-b50e-d70649aa54d8,270,1000000.0,0.255,4620.0,6700.0,0.135,76b172ec-4b5e-4779-b048-4b1c112a2db6,0,revenue-based-capped,working-capital,1,1,2021-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1d881bc8-79a4-44ea-a737-0a81682ebca3,2021-11-01,1e48d4fc-ca77-4dd1-b927-68ea77611014,2021-11-03,45,0.3333,f023cdb1-48df-4a05-9b49-1b2deda5cf14,300,1500000.0,0.14,5870.0,7100.0,0.114,0,0,revenue-based-capped,working-capital,1,1,2021-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,06ab117b-1878-4ab0-8772-4d6c9b8462da,2022-03-31,06e9c874-f5e1-4f43-a153-1cfb1a166970,2022-04-13,30,0.4,4de41c33-9d06-4a61-80c5-cb8f31092140,270,1500000.0,0.0,7000.0,7000.0,0.108,0,0,fixed-payments,working-capital,2,1,2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,151457f5-b560-48cf-b5e1-fd4a11b3afa6,2022-04-27,5184d8f8-894d-417a-81fa-27196315db69,2022-04-29,45,0.4,3a3a8176-6ecc-4b06-a4db-73fd17f83963,300,25000000.0,0.0,111402.0,111402.0,0.1175,0,cs,fixed-payments,working-capital,3,1,2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,d80c37c7-5377-4cb5-ab9e-04a6633831ef,2022-07-19,b9e7a320-64fb-4f7e-a3a7-c5aec46665c1,2022-07-28,30,0.34,55c0d713-e0be-43d2-ac12-61c60eebe09b,270,3500000.0,0.168,14000.0,21000.0,0.107,0,rp,revenue-based-capped,working-capital,1,1,2022-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,685e0fd7-dae3-492b-a4ee-24afa404bb45,2022-03-31,b7e232c6-462e-4b0d-9f7a-c4135d67c825,2022-04-12,30,0.35,791e11b7-a9a8-48f4-bfa9-1e21ef3a23bf,270,2000000.0,0.0,9250.0,9250.0,0.104,0,0,fixed-payments,working-capital,1,1,2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,8c7e38dc-c240-42ac-a6df-056bdff6b4bd,2022-01-20,daf49023-137c-4c90-9049-f5917fb7a673,2022-01-27,30,0.5,79b74766-ccad-4fa0-926a-ac7639986209,150,5000000.0,0.0,30581.11,30581.11,0.087,0,0,fixed-payments,working-capital,1,1,2022-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,be0ef56e-07e7-4c0a-bc8a-39ad3565b118,2022-07-06,3b0c991e-3b7c-44f5-afdb-1b539bfaaf00,2022-07-13,30,0.4,65562ffb-3a23-4b61-a755-d86af9547055,270,1600000.0,0.205,6700.0,8100.0,0.109,0,rp,revenue-based-capped,working-capital,1,1,2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,6cd3272e-572c-4fd7-9401-11e6b33987e3,2022-04-27,cbb24128-21c4-48ed-9438-ad9115a683e4,2022-05-23,30,0.25,edcbbe6a-81f0-4773-bd88-1fc22ae62cb6,270,350000.0,0.0,1650.0,1650.0,0.125,0,sp,fixed-payments,working-capital,1,1,2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,c19e8ba3-0e72-4cf7-bb5c-ab7dd5417138,2021-12-17,dc9a7a7a-f7de-490c-aa22-f932e0d4199a,2021-12-28,60,0.6,ce8e6e61-344a-4c3d-92d9-8f91f08be555,210,15000000.0,0.29,80000.0,100000.0,0.1035,0,0,revenue-based-capped,working-capital,1,1,2022-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,77441faf-27dc-42db-9f07-035e50ab89ca,2022-04-01,da3dacc1-571b-4595-a233-e872ea681692,2022-04-20,30,0.33,2fafbadb-4b71-48e4-b8e2-3d8f99191355,270,600000.0,0.145,2450.0,3200.0,0.1143,0,0,revenue-based-capped,working-capital,2,1,2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,c78eb80d-ade2-4cc5-b220-3980050ab22b,2021-11-24,ee1570fe-5600-4293-a0f2-68d1c8f2d962,2021-11-29,30,0.33,aa9c2859-2978-4e2a-9bf7-ffd60aafa901,240,2900000.0,0.0,11000.0,11000.0,0.122,0,0,fixed-payments,working-capital,2,1,2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,a542703a-092a-4a5e-96b7-55c77fae1fa2,2022-03-30,d5dc5f34-060b-4f1f-9921-845218ea0446,2022-04-13,30,0.35,193312bf-d7d9-420f-909f-25064fa1bc62,270,220000.0,0.019,940.0,1100.0,0.153,0,0,revenue-based-capped,working-capital,2,1,2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,87ac7239-1fce-4ccb-9eab-eb7cad6f89b1,2021-10-28,ea0ac631-1e55-49f0-ad37-3e17c124fabb,2021-11-12,30,0.5,3b6c0e2b-da42-4fc1-91d4-fa3d15132c41,210,400000.0,0.25,1800.0,2200.0,0.14,0,0,revenue-based-capped,working-capital,1,1,2021-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8104b49b-769b-47da-86e3-5404351bc4f5,2022-07-12,40bccbbe-74e0-4271-af9f-39143b510de3,2022-07-19,30,0.3,78b70966-6f5c-4162-b9fd-e5b74fac8816,270,2100000.0,0.195,8750.0,11000.0,0.102,0,rp,revenue-based-capped,working-capital,1,1,2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,ad3a06c4-2d3d-4b9e-ad93-b425ae019fbf,2022-02-09,90e7fe2b-1136-41fe-97c0-93059c1f4087,2022-02-17,30,0.5,06314c40-236d-4b52-a856-c512c44019ef,150,2500000.0,0.0,15200.0,15200.0,0.094,0,0,fixed-payments,working-capital,1,1,2022-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,12fb24e3-7960-41c4-8d1b-c623292551a7,2021-11-29,e5e7e590-44b6-44c8-a9b2-61852b916d99,2021-12-03,30,0.25,2e64ab99-409b-4312-a7cd-d432cdfb3952,180,1000000.0,0.089,3365.0,4405.0,0.125,0,0,revenue-based-capped,working-capital,1,1,2022-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,b58ffb34-27aa-49b1-a199-349f915f57b6,2021-11-11,c6530cf1-6942-4341-aa7a-36dfa3514de8,2021-11-12,30,1.0,aeceed09-389e-409b-bf19-918f1b3c1b92,90,3000000.0,0.0,52700.0,52700.0,0.054,0,0,fixed-payments,working-capital,2,1,2021-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,aeefcc29-2cf0-40b0-ad17-f4623160d72a,2022-07-20,0620e8a0-1bfb-4204-bc3a-bca0869c4a1e,2022-07-22,30,0.35,718b73f8-6100-4537-83a2-00fa3e7026e3,390,1200000.0,0.25,7800.0,8600.0,0.104,d56c5294-4ce7-4326-94a2-0488fa06a091,rp,revenue-based-capped,working-capital,3,1,2022-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,7fee5e00-1282-4397-b15b-17414cc6f4c6,2022-07-12,58f40e9c-9289-4e5e-ab26-69b64a1c66e1,2022-07-20,30,0.25,3cb6c068-e8e6-4bfa-a0df-87f8a04bb60d,270,800000.0,0.0,3690.0,3690.0,0.106,0,rp,fixed-payments,working-capital,2,1,2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,343476c8-3115-4d4f-a8e6-2d7245f3e5e3,2021-11-30,9737c777-fd37-4aba-a2ab-81f982b32589,2021-12-08,30,0.5,1081c0ea-1f17-40b1-b3ac-9751c51ababd,180,5000000.0,0.35,24000.0,31200.0,0.1025,0,0,revenue-based-capped,working-capital,1,1,2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,f1ee508f-7920-41ed-8cea-715147588629,2022-01-14,4739ef41-2326-456b-a540-e34d7cc908a8,2022-01-24,30,0.3333,475e9c94-ad27-4caa-8beb-9667aef2cd70,270,3000000.0,0.33,12700.0,17000.0,0.1,0,0,revenue-based-capped,working-capital,1,1,2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,7b1f4f74-babd-4d27-9fb0-8c53c9115065,2021-12-25,f8426154-e4bf-4174-9079-25080c3547e8,2022-01-04,45,0.45,bccdf924-cd64-47b1-afd1-a60c8064ef34,150,1200000.0,0.194,5800.0,7700.0,0.11,0,0,revenue-based-capped,working-capital,1,1,2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,b8f49522-c1b0-4ce9-a1a0-0ecbf418dfa0,2022-02-07,ba6be55d-f4a6-4bcf-80f1-039f3e726d0d,2022-02-16,30,0.5,0ff30f45-a696-408a-abb0-79240efd9e16,180,20000000.0,0.0,105291.43,105291.43,0.091,0,0,fixed-payments,working-capital,3,1,2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1b89af58-302d-4157-8029-23dd4619e307,2022-02-09,1ae34be0-3cc7-469f-b2f3-0ae307a39d6a,2022-02-14,30,0.25,7b30fdcd-acd3-4e08-8586-4c64fea9be82,180,1000000.0,0.191,3620.0,4400.0,0.121,0,0,revenue-based-capped,working-capital,3,1,2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,06a718fd-062f-4f1c-97bc-41be73d5613c,2022-02-11,a395b737-00e3-404f-8050-8901c3ccfc16,2022-02-23,30,0.5,63f9a042-915a-4d4a-a33a-301b916fc071,210,1400000.0,0.3,6500.0,7900.0,0.112,0,0,revenue-based-capped,working-capital,2,1,2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,e56424f7-4b30-4cfe-91b5-95fcd215c763,2021-12-27,b87f4e31-8d29-42a5-924b-b4b571c9ad42,2022-01-04,45,0.3333,bd7abb35-dfc3-4e51-b8f2-cee9e0071534,120,7500000.0,0.0,45581.67,45581.67,0.081,0,0,fixed-payments,working-capital,1,1,2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,527bbeff-34ed-43a2-898d-461c9dea201b,2021-12-29,e9f5ee06-9029-4a49-923f-995829b39b8c,2022-01-04,30,1.0,f344121d-643c-4a24-9cef-76709217492b,150,1500000.0,0.0,28500.0,28500.0,0.083,fd2d90a5-5811-4825-8439-61092fc035f8,0,fixed-payments,working-capital,3,1,2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,12421f20-29d5-4e1d-9629-f435145c675b,2022-05-13,d1b258d1-9f86-4139-b9ce-de1d33e3434f,2022-05-23,30,0.35,81dc1c6e-3898-46b1-a163-b0caa8306b64,300,800000.0,0.0,3300.0,3300.0,0.11,0,rp,fixed-payments,working-capital,1,1,2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,f48eaa00-c6c9-4cd1-b162-e43637383077,2022-04-04,d0ec4b3d-1b03-4797-b753-84804538b1b4,2022-04-13,30,0.35,fd4cdc56-b9fb-48f8-ae78-0bac87ec7a51,270,1850000.0,0.0,8600.0,8600.0,0.1098,0,0,fixed-payments,working-capital,2,1,2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,6adc8373-f527-473c-8d07-6a4dde2c292c,2022-01-27,98caceea-29d7-427e-a534-84e43a95fd03,2022-02-08,30,0.33333,8ee8b2a5-2725-456f-8556-34711166fa69,240,840000.0,0.0,3250.0,3250.0,0.129,0,0,fixed-payments,working-capital,1,1,2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,c7267d94-3eee-4769-8965-8b852eff580e,2022-02-22,61c43c49-4a21-4362-9b1a-89de755bc8d6,2022-03-02,30,0.4,21bc1c99-4668-4aa4-a16b-d1435906b17b,210,2100000.0,0.25,8650.0,12000.0,0.116,0,0,revenue-based-capped,working-capital,2,1,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,88276683-3c99-4305-9418-53a172987a69,2022-02-10,532ced59-1bcc-4b00-a8fb-3c812c9bc417,2022-02-16,30,0.43,37636954-1c67-4032-9f0f-ef0db58cc4dd,270,760000.0,0.19,3350.0,4350.0,0.11,0,0,revenue-based-capped,working-capital,2,1,2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,078294d3-5685-4a5a-8ca9-1559cc4abb95,2022-01-07,fff98a62-05b3-4628-aa5b-c0898ebf5bd6,2022-01-20,30,0.4,a2ca0703-1dc0-4e97-8705-c577d726c4ec,120,2000000.0,0.0,13227.0,13227.0,0.09,0,0,fixed-payments,working-capital,1,1,2022-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,05625e50-5f1d-4fc4-a2a7-873456ae9bd9,2022-01-20,d8b21a23-d5d6-429f-b5a7-b51f13f583bd,2022-02-18,30,0.3333,b00c68bb-aad8-4803-91fd-63bc72a7d1eb,210,600000.0,0.0,2500.0,2500.0,0.122,0,0,fixed-payments,working-capital,2,1,2022-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,91c6f974-d659-4df2-901b-6355e1648579,2022-01-13,4c94ffed-ce49-49d0-9e6a-c98435eb4b1c,2022-01-20,30,0.5,a8b59c01-5ced-4eab-b1c7-873ae56d1ac5,150,5000000.0,0.0,31000.0,31000.0,0.085,0,0,fixed-payments,working-capital,2,1,2022-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,74a278ee-cb9c-43f6-be05-5dc6c0e9aac2,2021-12-01,a1085b17-dcda-4906-9d31-71cd7c2827f8,2021-12-13,30,0.25,576c1205-3105-482b-89c1-e5513eec671d,180,2000000.0,0.0,8200.0,8200.0,0.105,0,0,fixed-payments,working-capital,2,1,2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,981e033b-f324-4dde-8e3f-7b1a0dc838e7,2021-11-18,e61ca322-7dd7-4e3f-9a11-8e8b971b963d,2021-12-03,30,0.3,4f5c332e-0b20-4428-88a5-d2b21f8f77b7,150,280000.0,0.0,1340.0,1340.0,0.134,0,0,fixed-payments,working-capital,2,1,2022-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,7a7e3263-ea6b-4c82-b013-21a790472ffb,2021-09-23,dd0b223b-14bb-4146-99b6-91fb1fe4fcd6,2021-09-27,30,0.4,773b9fd2-e689-4cf3-9ade-9bb100d247fc,210,2500000.0,0.19,9600.0,12300.0,0.119,0,,revenue-based-capped,working-capital,1,1,2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,be104c41-219d-4e39-8de2-d8cb2b3f36d5,2021-09-28,1bc06e39-7c05-42da-9823-c6c9d82dbe89,2021-10-21,30,0.3,15559bcf-b253-46be-8721-d61674fd6d83,180,7900000.0,0.0,33000.0,33000.0,0.1,0,,fixed-payments,working-capital,1,1,2021-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,9b9ea212-415b-42d1-a962-dfd1e3675822,2021-09-29,4834f22a-d703-4e85-9480-ce623662672d,2021-10-06,30,0.3,8494b82a-b7a3-4555-99f9-b1e6a32880b7,180,3000000.0,0.155,13800.0,13800.0,0.105,0,,fixed-payments,working-capital,2,1,2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,e39550b2-b028-4cb9-ab09-ace4204afba9,2021-11-03,97fdda13-101c-4056-806d-d5168b1cf966,2021-11-05,30,1.0,68410cf3-d004-42b3-ba69-29445d09ab8a,360,8000000.0,0.0,27900.0,27900.0,0.14,0,0,fixed-payments,working-capital,2,1,2021-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8bab523e-638d-4e55-85c1-e289f381917d,2022-01-27,59eff6b7-639e-48cb-96c1-6940e6c70b8a,2022-02-03,30,0.38,8127b3d6-ef64-45e0-b0f6-d8f117ab13c7,300,400000.0,0.0,1720.0,1720.0,0.11,0,0,fixed-payments,working-capital,1,1,2022-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,29da0a72-ec45-454e-a464-d10f511c1c7b,2021-05-12,1e48d4fc-ca77-4dd1-b927-68ea77611014,2021-07-01,30,0.25,ed865e6e-9e3b-4f90-ab13-60ef115a3d5c,300,1078561.0,0.076,5225.0,5225.0,0.104,0,0,revenue-based-capped,working-capital,1,1,2021-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,23afe70a-13a5-4e9a-99ab-c0ba8212a089,2022-07-20,370dc4de-0ea4-4ae7-9c6b-94f03508c47f,2022-07-22,45,0.6,1dd51835-4a2e-4c0a-ba5a-6dc83ee1e7a0,480,6000000.0,0.0,34500.0,34500.0,0.137,1d58a832-99c1-400f-9411-5b7aed826ba5,rp,fixed-payments,working-capital,2,1,2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
